id,host_id,booking_id,name,neighbourhood_group,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3333971,6372203,1700,Historic Studio Pioneer Square 301,Downtown,Seattle,WA,98104,47.60092837,-122.3322627,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,99,2014-06-21,2015-12-14,87,9,9,9,9,9,9,5.28
3334052,937951,816,Convenient E Capitol Hill Studio!,Central Area,Seattle,WA,98112,47.6203323,-122.2955346,Apartment,Entire home/apt,2,1,0,1,Real Bed,f,strict,f,f,44,2014-08-27,2015-12-30,96,10,10,10,10,10,10,2.66
3352685,4184301,2570,Cozy treehouse in the city,Capitol Hill,Seattle,WA,98102,47.64036685,-122.3158492,Treehouse,Entire home/apt,2,1,0,1,Real Bed,f,strict,f,f,10,2014-07-12,2015-06-08,100,10,10,10,10,9,10,0.55
3354761,16929371,1200,"SPECIAL on Water, Downtown Seattle",Magnolia,Seattle,WA,98199,47.64789129,-122.4087649,Apartment,Entire home/apt,9,1.5,0,4,Real Bed,f,strict,f,f,9,2014-07-27,2015-04-15,84,8,9,10,9,9,7,0.51
3380159,8534462,1078,Pike's Place. 100 Walkscore,Downtown,Seattle,WA,98101,47.60969349,-122.3419973,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,50,2014-07-01,2015-10-21,94,10,10,10,10,10,9,2.71
3382533,5177328,3449,Modern Drama Above Magnolia,Magnolia,Seattle,WA,98199,47.64120565,-122.3868656,Apartment,Entire home/apt,4,1,1,1,Real Bed,t,strict,t,t,50,2014-07-26,2016-01-02,98,10,10,10,10,10,10,2.84
3385421,16255476,1071,Triple Venti View & Suite Lux,Downtown,Seattle,WA,98121,47.61217391,-122.3433935,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,f,strict,f,f,31,2014-07-22,2015-08-17,99,10,10,10,10,10,10,1.75
3386862,17088441,2930,Convenient 1Br in Capitol Hill,Capitol Hill,Seattle,WA,98102,47.62787942,-122.3200708,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,f,f,77,2014-08-03,2015-09-28,91,9,9,10,10,10,9,4.44
3402376,3903203,1893,West Seattle Mid-Century Modern,West Seattle,Seattle,WA,98116,47.56272304,-122.3952384,House,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,4,2014-07-29,2015-01-04,100,10,10,10,10,10,10,0.23
3403858,16791036,1803,Cozy 2BD West Seattle Craftsman,West Seattle,Seattle,WA,98116,47.57332445,-122.395511,House,Entire home/apt,5,1.5,2,3,Real Bed,f,strict,f,f,8,2014-07-16,2015-07-14,95,9,10,10,10,10,9,0.45
3404914,7507895,2821,Emerald City Gem,Capitol Hill,Seattle,WA,98122,47.61797864,-122.3231585,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,0,,,,,,,,,,
3412630,17206245,2875,Pike/Pine Urban Oasis Unit B,Capitol Hill,Seattle,WA,98122,47.61807723,-122.3188636,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,f,strict,f,f,32,2014-07-24,2015-09-11,97,10,10,10,10,10,9,1.81
3441402,383230,3034,Private Cozy Cabin w/Kitchen & Bath,Lake City,Seattle,WA,98125,47.71705327,-122.302838,House,Entire home/apt,3,1,0,1,Real Bed,f,strict,f,f,106,2014-07-04,2015-12-24,95,10,10,10,10,9,10,5.78
3449059,6372203,1694,Historic Apartment 303,Downtown,Seattle,WA,98104,47.60000892,-122.3352813,Apartment,Entire home/apt,4,1,1,2,Real Bed,f,strict,f,f,92,2014-07-15,2015-12-05,85,9,9,9,9,8,9,5.12
3489083,10372748,1518,Seattle Ocean View,Downtown,Seattle,WA,98104,47.60353576,-122.3371224,Apartment,Entire home/apt,5,1,1,3,Real Bed,f,strict,f,f,5,2014-07-24,2015-12-29,95,9,10,10,10,10,10,0.28
3489837,2318574,3680,Artist Bungalow in Fremont,Other neighborhoods,Seattle,WA,98103,47.65717506,-122.3451076,House,Entire home/apt,3,1,1,2,Real Bed,f,strict,f,f,4,2014-07-29,2015-07-28,95,10,9,10,10,10,10,0.23
3494608,17595871,748,Bright Remodeled Basement Apartment,University District,Seattle,WA,98105,47.66580428,-122.3208876,House,Entire home/apt,3,1,1,2,Real Bed,f,strict,f,f,17,2014-07-13,2015-11-25,98,10,10,10,10,9,9,0.94
3497530,10372748,1702,Seattle Fantasy,Downtown,Seattle,WA,98104,47.6027942,-122.3356438,Apartment,Entire home/apt,4,1,1,3,Real Bed,f,strict,f,f,1,2014-12-16,2014-12-16,100,8,10,4,6,10,10,0.08
3505739,1801138,1760,Seattle - Alki Beach View Bungalow,West Seattle,Seattle,WA,98116,47.57400292,-122.4172188,House,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,57,2014-07-20,2015-12-13,94,9,9,10,10,10,9,3.2
3510818,5635244,3061,Charming 1940 Ballard House,Ballard,Seattle,WA,98117,47.67959073,-122.3700101,House,Entire home/apt,2,1,1,1,Real Bed,t,strict,f,f,19,2014-08-06,2015-11-10,98,10,10,10,10,10,10,1.1
3522409,13784525,564,Quarky Lillie Houseboat,Cascade,Seattle,WA,98109,47.63615549,-122.3404212,House,Entire home/apt,4,1,1,2,Real Bed,t,strict,f,f,29,2015-09-13,2015-12-27,94,10,10,9,9,10,9,7.63
3533112,17787500,661,Charming Seattle Urban Studio,Central Area,Seattle,WA,98122,47.61028148,-122.2957444,Apartment,Entire home/apt,3,1,0,1,Real Bed,f,strict,f,f,12,2014-08-06,2015-08-31,93,9,10,10,10,8,9,0.7
3543084,74305,1283,1 Bedroom Elliott Bay Oasis,Downtown,Seattle,WA,98121,47.61377202,-122.3475856,Apartment,Entire home/apt,4,1,1,2,Real Bed,f,strict,t,t,2,2015-02-25,2015-05-01,100,10,10,10,10,10,10,0.19
3543791,7325453,2740,Cute Cap Hill Studio w/Great View!,Capitol Hill,Seattle,WA,98122,47.61630367,-122.3235746,Apartment,Entire home/apt,3,1,0,1,Real Bed,f,strict,f,f,6,2015-08-30,2016-01-02,97,10,9,9,10,10,9,1.41
3544550,16708587,26,VIEW-Monthly Rental Available,Queen Anne,Seattle,WA,98119,47.63139735,-122.3677669,House,Entire home/apt,8,2.5,3,5,Real Bed,f,strict,f,f,8,2015-07-04,2015-09-02,100,10,10,9,10,10,10,1.3
3551668,17206245,2587,Pike/Pine Urban Oasis Unit A,Capitol Hill,Seattle,WA,98122,47.61418122,-122.31407,Apartment,Entire home/apt,4,2,2,2,Real Bed,f,strict,f,f,31,2014-08-09,2016-01-01,97,10,10,10,10,10,9,1.81
3552006,17881151,2741,Urban Loft with Amazing Views,Capitol Hill,Seattle,WA,98102,47.62234371,-122.3258445,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,28,2014-07-14,2015-08-10,98,10,10,10,10,10,9,1.56
3561237,16929371,1201,*New Luxury Home 10 min to Downtown,Magnolia,Seattle,WA,98199,47.64709029,-122.4085553,House,Entire home/apt,15,4,4,7,Real Bed,f,strict,f,f,19,2014-07-20,2015-10-18,97,9,10,9,10,10,9,1.07
3562617,17937451,3209,Waterfront/Space Needle/Dwntwn View,Queen Anne,Seattle,WA,98109,47.62632061,-122.357367,Apartment,Entire home/apt,2,1,2,2,Real Bed,f,strict,f,f,27,2014-09-07,2015-07-08,85,8,8,9,9,9,8,1.67
3570691,30604,2812,Home away from home - Capitol Hill ,Capitol Hill,Seattle,WA,98122,47.61763886,-122.3146719,House,Entire home/apt,8,2.5,2,3,Real Bed,f,strict,f,f,30,2014-09-01,2015-11-28,99,10,10,10,10,10,10,1.83
3594959,1809801,3755,Charming 2 Bedroom Home in Fremont,Other neighborhoods,Seattle,WA,98103,47.65630303,-122.356368,House,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,8,2014-08-11,2015-10-01,95,10,10,10,10,9,9,0.47
3604931,18165306,2058,"Modern Luxury, Puget Sound Views",West Seattle,Seattle,WA,98136,47.52039401,-122.3892853,House,Entire home/apt,9,4,5,5,Real Bed,f,strict,f,f,2,2015-04-27,2015-10-12,100,10,10,10,10,10,10,0.24
3610724,1204406,772,Cozy Apartment near UW ,University District,Seattle,WA,98105,47.66442357,-122.3032119,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,62,2014-09-12,2016-01-01,91,9,10,10,10,9,9,3.88
3613516,18207315,3261,View Home in North Seattle,Other neighborhoods,Seattle,WA,98117,47.69810649,-122.3846413,House,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,2,2015-08-08,2015-08-31,90,9,8,10,8,9,7,0.4
3657819,15056324,3014,"BALLARD,WA CHARMING-COZY-PRIVATE",Ballard,Seattle,WA,98117,47.68088096,-122.3822254,House,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,55,2014-07-27,2015-11-23,97,9,10,10,10,10,9,3.13
3691288,18791339,982,Centrally Located 3bd/2.5ba Home,Central Area,Seattle,WA,98144,47.59708807,-122.2973948,House,Entire home/apt,8,2.5,3,3,Real Bed,f,strict,f,f,5,2015-11-13,2015-12-30,100,10,10,10,10,10,10,2.83
3727017,19039209,608,Charming 2bd Craftsman,Central Area,Seattle,WA,98122,47.61518001,-122.3016135,House,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,3,2014-09-08,2015-08-17,100,10,9,10,10,9,9,0.19
3728802,19048175,990,Madrona Urban Oasis-Views & Space!!,Central Area,Seattle,WA,98122,47.60688433,-122.2872419,House,Entire home/apt,8,3.5,5,5,Real Bed,f,strict,f,f,3,2014-08-15,2015-08-31,93,9,9,10,10,9,8,0.18
3770248,3074414,776,"Center UW, Convenient  Comfy  (212)",University District,Seattle,WA,98105,47.66154612,-122.3147937,Apartment,Entire home/apt,2,1,0,2,Real Bed,f,strict,f,f,5,2014-08-14,2015-09-26,76,8,7,7,7,9,9,0.29
3773784,17471347,3609,Cozy Gay getaway on Capitol Hill,Capitol Hill,Seattle,WA,98112,47.62207171,-122.3038632,Apartment,Entire home/apt,4,1,1,1,Real Bed,t,strict,f,f,30,2014-08-08,2015-10-24,84,9,8,9,9,9,8,1.75
3783162,19412970,377,Lovely 3 bedroom craftsman home!,Other neighborhoods,Seattle,WA,98103,47.66031845,-122.3319052,House,Entire home/apt,8,2,3,3,Real Bed,f,strict,f,f,41,2014-08-13,2015-08-25,97,10,10,10,10,10,10,2.41
3793185,19476601,1270,Amazing view of Space Needle,Downtown,Seattle,WA,98101,47.61545367,-122.333556,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,f,f,24,2014-08-08,2015-08-20,95,10,9,10,10,9,9,1.4
3803947,8534462,1614,8th Ave Condos Modern 1BD,Downtown,Seattle,WA,98104,47.60789081,-122.3278084,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,t,t,55,2014-08-27,2015-10-10,98,10,10,10,10,10,10,3.33
3812725,1092756,2500,Bright & Lovely 3BD in Ravenna,Other neighborhoods,Seattle,WA,98115,47.6820872,-122.2990786,House,Entire home/apt,8,3,3,3,Real Bed,f,strict,f,f,3,2014-09-09,2015-01-01,93,9,10,9,9,9,9,0.19
3818746,33360,1773,Alki Beach View Home,West Seattle,Seattle,WA,98116,47.58464659,-122.3988001,House,Entire home/apt,6,2,3,3,Real Bed,f,strict,f,f,10,2015-01-18,2015-10-19,100,10,10,10,10,10,10,0.85
3820186,430709,1319,Olympus Penthouse- Elliott Bay View,Downtown,Seattle,WA,98121,47.61649816,-122.3529653,Apartment,Entire home/apt,9,2.5,3,7,Real Bed,f,strict,t,t,2,2014-09-19,2015-02-16,100,10,10,10,10,10,10,0.13
3821663,6372203,1707,Historic One Bedroom Apartment 302,Downtown,Seattle,WA,98104,47.60246536,-122.3337837,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,74,2014-08-20,2015-11-25,88,9,9,9,9,9,9,4.41
3849918,19849450,2308,"Sunset Splendor 2B,  gorgeous view!",Rainier Valley,Seattle,WA,98144,47.58985145,-122.2951315,Apartment,Entire home/apt,6,1,2,3,Real Bed,t,strict,f,f,8,2015-06-12,2015-09-21,85,8,9,9,10,8,8,1.16
3852117,9453180,2498,"Sweet ""Zen Loft"" Cabin  (No shower)",Other neighborhoods,Seattle,WA,98115,47.67843124,-122.3113254,Other,Entire home/apt,3,0.5,0,2,Real Bed,f,strict,f,f,101,2014-10-20,2015-12-15,94,10,9,10,10,9,9,6.86
3868138,8534462,1558,Pike's Place. 98 Walkscore,Downtown,Seattle,WA,98104,47.60266234,-122.3375372,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,46,2014-08-18,2015-10-19,98,10,10,10,10,10,10,2.73
3868844,559827,1777,Soundview Home,West Seattle,Seattle,WA,98116,47.56895312,-122.4075976,House,Entire home/apt,5,2,3,3,Real Bed,f,strict,t,t,10,2015-01-04,2015-10-24,100,10,9,10,10,10,9,0.82
3883137,6933188,1834,Delightful Spacious Apartment,Other neighborhoods,Seattle,WA,98117,47.69335529,-122.3731757,House,Entire home/apt,6,1,1,3,Real Bed,f,strict,f,f,80,2014-11-03,2016-01-03,96,10,10,10,10,9,10,5.61
3890786,19849450,2295,"Sunset Splendor 1C, gorgeous view!",Rainier Valley,Seattle,WA,98144,47.58963048,-122.2951661,Apartment,Entire home/apt,6,1,2,3,Real Bed,t,strict,f,f,2,2014-10-31,2015-01-01,100,9,9,10,10,9,10,0.14
3890990,5325329,2009,Walkable 2 bedroom in Greenwood  ,Other neighborhoods,Seattle,WA,98103,47.69980929,-122.3555185,House,Entire home/apt,7,1,2,4,Real Bed,t,strict,f,f,57,2014-08-24,2015-12-07,91,9,9,10,10,9,9,3.43
3891695,8534462,1467,Pike's Place 1Bed Sunset View,Downtown,Seattle,WA,98101,47.60673016,-122.3378821,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,51,2014-08-26,2015-12-19,98,10,10,10,10,10,10,3.08
3922845,1731613,2283,Stellar 4 bedroom Seattle Craftsman,Rainier Valley,Seattle,WA,98144,47.57978356,-122.2917295,House,Entire home/apt,4,1.5,4,3,Real Bed,f,strict,f,f,0,,,,,,,,,,
3925573,20338511,211,Cozy Apartment near Bumbershoot,Queen Anne,Seattle,WA,98109,47.64269717,-122.3436911,Apartment,Entire home/apt,4,1,1,1,Real Bed,f,strict,f,f,5,2014-09-22,2015-09-14,100,10,10,10,10,10,9,0.32
3930681,7953876,2832,Sunny Capitol Hill Adventure,Capitol Hill,Seattle,WA,98102,47.62301319,-122.322742,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,f,f,52,2014-09-13,2015-08-24,93,10,9,10,10,10,9,3.26
3931571,8462864,3740,2BD/1.5BA Townhouse Apt. in Fremont,Other neighborhoods,Seattle,WA,98103,47.65361997,-122.3568961,House,Entire home/apt,3,1,2,1,Real Bed,f,strict,f,f,25,2014-09-26,2015-12-06,94,10,10,10,9,9,10,1.61
3970736,16729336,952,Central Cozy private full 1 BR+ apt,Central Area,Seattle,WA,98122,47.61441923,-122.3067207,Apartment,Entire home/apt,5,1,1,1,Real Bed,f,strict,f,f,51,2014-08-31,2016-01-01,97,10,10,10,10,9,9,3.11
3971934,8534462,1520,99 Walkscore Sky-Hi. Convention Ctr,Downtown,Seattle,WA,98121,47.61432586,-122.332676,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,48,2014-08-31,2015-10-30,95,9,10,10,10,9,9,2.93
3995007,15942582,1242,POSH URBAN GETAWAY | WATERFRONT,Downtown,Seattle,WA,98121,47.6138396,-122.349435,Condominium,Entire home/apt,5,1,1,3,Real Bed,f,strict,f,f,67,2014-09-08,2015-12-20,94,10,10,10,10,10,9,4.15
4008373,8534462,1696,Ultra-Modern 2Bed w/ Amazing Views,Downtown,Seattle,WA,98104,47.60222233,-122.3349005,Apartment,Entire home/apt,5,1,2,2,Real Bed,f,strict,t,t,26,2014-09-11,2015-12-29,98,10,10,10,10,10,9,1.62
4009295,8534462,2893,99 Comfy 1Bed in Cap Hill,Capitol Hill,Seattle,WA,98102,47.61822311,-122.3231918,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,44,2014-09-06,2015-09-07,94,10,10,10,10,10,9,2.72
4009508,8534462,1501,99 Lux Pike's Market 2BD,Downtown,Seattle,WA,98101,47.61087576,-122.3392891,Apartment,Entire home/apt,5,2,2,2,Real Bed,f,strict,t,t,38,2014-09-14,2015-10-06,98,10,10,10,10,10,9,2.38
4022127,5790470,1758,Alki Beach Town House ,West Seattle,Seattle,WA,98116,47.58160431,-122.4043662,Townhouse,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,61,2014-12-29,2015-12-25,90,9,9,10,10,10,9,4.92
4031625,8534462,1658,8th Ave Condos Modern 1BD 2,Downtown,Seattle,WA,98104,47.606701,-122.3287027,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,36,2014-09-12,2015-12-11,97,10,10,10,10,9,9,2.25
4041868,14456173,2233,Seward Park-Sleeps 10- Int'l Dist.,Rainier Valley,Seattle,WA,98118,47.54771697,-122.2738361,House,Entire home/apt,10,2,3,5,Real Bed,f,strict,f,f,7,2015-02-12,2015-08-31,71,7,7,9,10,6,7,0.64
4077920,5804983,2840,Unique loft with private roof deck,Capitol Hill,Seattle,WA,98122,47.61530919,-122.3183821,Apartment,Entire home/apt,5,1,1,2,Real Bed,f,strict,f,f,1,2015-07-28,2015-07-28,100,10,10,10,10,10,10,0.19
4082250,753818,2724,Apartment in heart of Capitol Hill,Capitol Hill,Seattle,WA,98122,47.61796415,-122.3270272,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,3,2014-09-29,2015-07-21,60,9,6,9,9,9,7,0.19
4084398,430709,3385,Phinney Suites Retreat Sunny 2 Bdrm,Other neighborhoods,Seattle,WA,98103,47.68049106,-122.3556023,Apartment,Entire home/apt,4,2,2,3,Real Bed,f,strict,t,t,0,,,,,,,,,,
4084712,21184497,1050,"Quaint & Cozy, a Place to Call Home",Central Area,Seattle,WA,98144,47.59361162,-122.3097999,House,Entire home/apt,4,1,2,3,Real Bed,f,strict,f,f,45,2014-10-11,2015-12-22,93,10,9,10,10,9,9,2.99
4106041,8534462,1661,99 Modern 1Bed,Downtown,Seattle,WA,98104,47.6076875,-122.32875,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,t,t,20,2014-09-29,2015-08-23,94,10,10,10,10,9,9,1.3
4111954,6622693,2012,Spacious Apartment in Phinney Ridge,Other neighborhoods,Phinney Ridge Seattle,WA,98103,47.68471103,-122.3544243,Apartment,Entire home/apt,2,1,1,1,Real Bed,f,strict,f,f,11,2014-11-30,2015-12-31,95,10,9,10,10,10,9,0.82
4130112,1414691,321,Warm family home w/ hot tub + honey,Other neighborhoods,Seattle,WA,98105,47.65707098,-122.3238801,House,Entire home/apt,6,1.5,3,4,Real Bed,f,strict,f,f,2,2014-09-26,2015-04-15,100,10,8,10,10,8,10,0.13
4135710,3979528,437,Floating Home~Kayaks~SUPs~Bikes,Other neighborhoods,Seattle,WA,98103,47.64811529,-122.3316654,House,Entire home/apt,2,1,1,2,Real Bed,f,strict,f,f,0,,,,,,,,,,
4137114,9058822,1566,P2 Cosmo living: Winter promo,Downtown,Seattle,WA,98101,47.6109654,-122.3290725,Apartment,Entire home/apt,6,1,1,4,Real Bed,t,strict,t,t,54,2014-10-10,2015-12-19,94,9,10,9,10,10,9,3.58
4144767,430709,3001,Ballard Cottage- Charming Tiny Home,Ballard,Seattle,WA,98117,47.67703165,-122.3897883,House,Entire home/apt,2,1,0,1,Real Bed,f,strict,t,t,5,2015-05-27,2015-09-15,84,9,9,8,9,8,8,0.67
4151093,430709,1328,Belltown Court Home Port Suite,Downtown,Seattle,WA,98121,47.61392512,-122.349802,Apartment,Entire home/apt,4,1,1,1,Real Bed,f,strict,t,t,3,2014-09-25,2015-10-12,87,10,10,10,10,10,9,0.19
4151430,430709,1268,Belltown Crt Home Port Deluxe Suite,Downtown,Seattle,WA,98105,47.61537219,-122.3491043,Apartment,Entire home/apt,6,1,2,2,Real Bed,f,strict,t,t,4,2015-06-02,2015-09-08,95,9,10,9,10,10,10,0.55
4163306,430709,1314,Belltown Court Loft Penthouse,Downtown,Seattle,WA,98121,47.61435146,-122.348153,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,f,strict,t,t,2,2015-06-22,2015-07-18,90,9,10,9,9,9,9,0.3
4165387,18168733,1082,2BD SEA Pike Place & Belltown Haven,Downtown,Seattle,WA,98101,47.60800146,-122.3398458,Apartment,Entire home/apt,4,2,2,2,Real Bed,f,strict,f,f,26,2015-04-26,2015-12-30,98,10,10,10,10,10,10,3.07
4180905,6218633,3141,1 Bdrm Modern Apt w/Great Location!,Queen Anne,Seattle,WA,98109,47.62490007,-122.3521009,Apartment,Entire home/apt,3,1,1,1,Real Bed,f,strict,f,f,29,2014-09-29,2015-11-16,97,10,10,10,10,10,10,1.88
4190689,430709,1421,Centennial Tower - 1 Bdr Water View,Downtown,Seattle,WA,98121,47.61778087,-122.3459708,Apartment,Entire home/apt,4,1,1,2,Real Bed,f,strict,t,t,0,,,,,,,,,,
4190771,430709,1282,Centennial Tower 2 Bdr Pets Welcome,Downtown,Seattle,WA,98121,47.61677625,-122.3482628,Apartment,Entire home/apt,6,2,2,4,Real Bed,f,strict,t,t,4,2014-10-29,2015-08-29,95,10,10,10,10,10,10,0.28
4210585,4962900,1359,Best Condo Near Pike Place! MT2,Downtown,Seattle,WA,98101,47.61429504,-122.3368171,Apartment,Entire home/apt,6,2,2,3,Real Bed,f,strict,f,f,6,2015-05-07,2015-10-18,97,9,10,10,10,10,10,0.74
4223597,17206245,2879,Pike/Pine Urban Oasis Unit C,Capitol Hill,Seattle,WA,98122,47.61694392,-122.3164901,Apartment,Entire home/apt,4,2,2,2,Real Bed,f,strict,f,f,25,2014-10-28,2016-01-01,95,10,10,10,10,10,9,1.73
4235559,21979271,555,"Modern, Sunny 3BR/3B Greenlake Home",Other neighborhoods,Seattle,WA,98103,47.68890691,-122.3340131,House,Entire home/apt,8,2,3,2,Real Bed,f,strict,f,f,6,2015-06-20,2015-08-09,93,10,10,10,10,10,10,0.9
4240933,4962900,1302,Downtown Seattle Vacation Spot! MT2,Downtown,Seattle,WA,98101,47.61374699,-122.3361266,Apartment,Entire home/apt,6,2,2,3,Real Bed,f,strict,f,f,6,2015-03-28,2015-08-13,87,8,10,10,10,10,9,0.64
4242626,430709,1369,Centennial Tower - 3 Bdr Water View,Downtown,Seattle,WA,98121,47.6180342,-122.3463076,Apartment,Entire home/apt,8,2,3,5,Real Bed,f,strict,t,t,3,2015-02-21,2015-12-06,100,10,9,10,10,10,10,0.28
4243163,430709,1278,Centennial Tower 3 Bdr Penthouse ,Downtown,Seattle,WA,98121,47.61651123,-122.3481143,Apartment,Entire home/apt,8,3,3,4,Real Bed,f,strict,t,t,4,2015-04-06,2015-10-19,100,10,10,10,10,10,9,0.44
4250639,430709,2810,City 2 Bdrm Condo Convention Center,Capitol Hill,Seattle,WA,98101,47.61387611,-122.3292771,Apartment,Entire home/apt,4,1,2,3,Real Bed,f,strict,t,t,4,2015-01-20,2015-06-27,95,10,10,10,10,10,10,0.34
4250749,430709,3745,Fremont Jet City 3 Bdrm Townhome,Other neighborhoods,Seattle,WA,98103,47.65686197,-122.3479013,House,Entire home/apt,6,2.5,3,4,Real Bed,f,strict,t,t,6,2015-03-30,2015-08-14,97,9,10,9,10,9,9,0.64
4250938,430709,365,Greenlake Classic 2 Bdrm Craftsman ,Other neighborhoods,Seattle,WA,98105,47.66990224,-122.3240487,House,Entire home/apt,6,1,2,4,Real Bed,f,strict,t,t,2,2015-03-11,2015-08-07,90,10,9,10,10,9,8,0.2
4251235,430709,1515,Harbor Steps- Water Views 15th Flr!,Downtown,Seattle,WA,98101,47.60613005,-122.3377679,Apartment,Entire home/apt,6,2,2,4,Real Bed,f,strict,t,t,8,2015-03-13,2015-12-05,93,10,10,10,9,10,9,0.81
4251426,430709,1513,Harbor Steps- Water Views 16th Flr!,Downtown,Seattle,WA,98101,47.60541995,-122.3378429,Apartment,Entire home/apt,6,2,2,4,Real Bed,f,strict,t,t,3,2015-03-18,2015-10-24,73,9,10,10,10,10,7,0.31
4256558,74305,1329,1 Bedroom Glimmering Skyline Oasis,Downtown,Seattle,WA,98121,47.61624825,-122.3491766,Apartment,Entire home/apt,4,1,1,2,Real Bed,t,strict,t,t,1,2015-01-18,2015-01-18,80,8,10,10,8,10,8,0.09
4257097,430709,1333,Metropolitan Tower Upscale 1 Bdrm,Downtown,Seattle,WA,98101,47.61561596,-122.3390892,Apartment,Entire home/apt,4,1,1,2,Real Bed,f,strict,t,t,2,2015-08-23,2015-10-12,100,9,10,9,8,9,8,0.44
4258762,22102774,367,Sunny Corner Apartment Wallingford,Other neighborhoods,Seattle,WA,98103,47.6593428,-122.3319395,Apartment,Entire home/apt,2,1,1,1,Real Bed,t,strict,f,f,25,2014-10-28,2015-09-03,92,10,9,10,10,10,9,1.73
4264043,22134250,1233,Fantastic downtown location! #211,Downtown,Seattle,WA,98121,47.61411914,-122.3412966,Apartment,Entire home/apt,2,1,0,1,Real Bed,t,strict,f,f,76,2014-10-13,2015-12-14,87,9,8,9,9,10,9,5.08
4264056,22134250,1413,Fantastic downtown location! #110,Downtown,Seattle,WA,98121,47.61434664,-122.3406024,Apartment,Entire home/apt,2,1,0,1,Real Bed,t,strict,f,f,65,2014-12-14,2015-12-15,79,9,8,9,9,10,9,5.04
4279876,4873557,337,"Seattle Sunyside Suite, private 2BR",Other neighborhoods,Seattle,WA,98103,47.6618228,-122.3293007,Apartment,Entire home/apt,4,1,2,2,Real Bed,f,strict,f,f,64,2014-10-17,2015-12-20,97,10,10,10,10,10,10,4.31
4297068,21640303,1055,Modern + Green 2BD Townhouse,Central Area,Seattle,WA,98122,47.59982699,-122.3094831,Townhouse,Entire home/apt,4,2,2,2,Real Bed,f,strict,f,f,6,2014-10-30,2015-12-01,100,10,10,10,10,10,10,0.42
4311078,430709,732,Ravenna Craftsman - 4 Bdrm by UW!,University District,Seattle,WA,98105,47.66825152,-122.3094497,House,Entire home/apt,9,2.5,4,6,Real Bed,f,strict,t,t,2,2015-09-21,2015-11-25,100,10,10,10,10,10,9,0.57
4311244,430709,1392,Metropolitan Tower Classic 2 Bdrm ,Downtown,Seattle,WA,98101,47.61440405,-122.3375704,Apartment,Entire home/apt,6,2,2,4,Real Bed,f,strict,t,t,1,2015-08-02,2015-08-02,100,10,10,10,10,10,10,0.19
4318031,5730719,1257,Aunt Sally's Studio-GREAT Location!,Downtown,Seattle,WA,98121,47.61758375,-122.3533028,Apartment,Entire home/apt,2,1,0,1,Real Bed,t,strict,t,f,49,2014-10-20,2015-12-06,97,10,10,10,10,10,10,3.33
4334804,8154571,3303,"New, modern, kid-friendly home...",Ballard,Seattle,WA,98107,47.67133541,-122.4023029,House,Entire home/apt,6,2.5,2,2,Real Bed,f,strict,f,f,0,,,,,,,,,,
4363919,430709,1336,Belltown Court 2 Bdrm Urban Retreat,Downtown,Seattle,WA,98121,47.6158921,-122.3464025,Apartment,Entire home/apt,6,1,2,3,Real Bed,f,strict,t,t,5,2014-11-10,2015-10-12,88,9,10,10,10,10,9,0.36
4378803,10571217,1878,Modern West Seattle Cottage,West Seattle,Seattle,WA,98126,47.56639268,-122.3781462,House,Entire home/apt,5,1,1,3,Real Bed,f,strict,f,f,17,2014-12-14,2015-10-02,93,9,10,10,10,10,10,1.32
